Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,City,State,Credit_Limit2
Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239,1375,9864,0.94,3978,89,0.78,0.122,Cosby,TN,11239
Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516,891,33625,0.926,2687,64,0.778,0.026,Brunswick,OH,34516
Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510,1049,22461,0.438,1661,35,0.296,0.045,San Francisco,CA,23510
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693,796,7897,0.864,4755,69,0.533,0.092,Zebulon,NC,8693
Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549,1193,3356,0.445,1914,33,0.5,0.262,Essex,MD,4549
Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383,1436,4947,0.845,4462,88,0.66,0.225,Cynthiana,KY,6383
Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441,2517,10924,0.734,1894,49,0.633,0.187,Los Angeles,CA,13441
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019,1387,632,0.56,1689,36,0.714,0.687,Santaquin,UT,2019
Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516,1793,32723,0.767,4533,78,0.472,0.052,Joaquin,TX,34516
Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474,1021,8453,0.557,3240,54,0.588,0.108,North Wales,PA,9474
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,5,3,4,6587,824,5763,1.262,4160,70,0.842,0.125,Providence,RI,6587
Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154,1472,5682,1.002,3607,59,0.735,0.206,Detroit,MI,7154
Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039,1397,2642,0.396,1494,36,0.286,0.346,Orlando,FL,4039
Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516,2517,2999,0.473,1532,24,0.5,0.456,Standish,ME,5516
Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,1368,28769,0.721,3522,74,0.897,0.045,Tampa,FL,30137
Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,2154,7624,0.5,3413,66,0.692,0.22,Humble,TX,9778
Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,1049,13650,0.534,4890,64,0.561,0.071,Dawsonville,GA,14699
Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,1929,6721,0.777,2878,63,1.032,0.223,La Habra,CA,8650
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,1316,33200,0.818,3542,60,0.714,0.038,Newtown,PA,34516
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748,1354,8394,0.893,3323,66,0.833,0.139,Miami,FL,9748
Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,1367,1904,0.704,2464,92,1,0.418,Osseo,MN,3271
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,724,2756,0.722,2807,65,0.806,0.208,Charleston,SC,3480
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306,2458,10848,0.516,3556,68,0.581,0.185,Waipahu,HI,13306
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733,1028,5705,0.553,4444,72,0.565,0.153,West Bloomfield,MI,6733
Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,1365,1363,0.648,4293,83,0.976,0.5,Irvington,NY,2728
Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,644,5606,1.06,2433,41,1.158,0.103,Des Moines,IA,6250
Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653,881,2772,0.846,3297,66,0.692,0.241,Franklin,TX,3653
Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919,1368,21551,0.942,3752,71,0.919,0.06,Brooklyn,NY,22919
Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587,1704,2883,0.903,2968,65,0.806,0.371,Stratford,CT,4587
Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753,1899,15854,0.851,3986,64,0.73,0.107,Sumter,SC,17753
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,2049,10486,0.683,3283,74,0.609,0.163,Canton,NC,12535
Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,1444,2097,0.664,3410,69,0.683,0.408,Bronx,NY,3541
Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,1310,27890,1.092,3042,73,1.028,0.045,Garden Grove,CA,29200
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871,758,12113,0.778,3060,60,1.069,0.059,North Hollywood,CA,12871
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254,2464,1790,0.764,2366,62,0.722,0.579,Gaithersburg,MD,4254
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,988,6723,0.884,2078,42,0.68,0.128,Alamogordo,NM,7711
Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2517,696,1.275,2666,46,1,0.783,Westfield,NC,3213
Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,2088,7889,0.65,3530,61,0.743,0.209,Grand Forks,ND,9977
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925,1445,6480,0.75,3815,65,0.806,0.182,Arlington,MA,7925
Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.3,0.976,4208,86,0.72,0.478,New Orleans,LA,1438.3
Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109,1.113,2481,42,0.68,0.142,Lynnwood,WA,12948
Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,1359,5420,0.737,3434,65,0.512,0.2,Decatur,IL,6779
Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248,1242,14006,0.725,4758,83,0.456,0.081,Quakertown,PA,15248
Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576,1754,822,1.027,2880,69,0.468,0.681,Massillon,OH,2576
Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717,719,7998,0.556,2067,59,0.595,0.082,Denison,IA,8717
Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755,2301,31454,0.751,3458,71,0.651,0.068,Baldwin Park,CA,33755
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952,1864,11088,0.414,3472,51,0.457,0.144,Old Saybrook,CT,12952
Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741,1560,10181,0.773,2143,41,0.783,0.133,Hattiesburg,MS,11741
Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,1656,953,0.657,3024,64,0.6,0.635,Millington,TN,2609
Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882,1420,19462,0.857,2291,40,0.6,0.068,Lubbock,TX,20882
Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,2517,4100,0.459,3595,68,0.659,0.38,Mission,TX,6617
Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,2139,7958,1.408,3092,67,0.763,0.212,Fair Oaks,CA,10097
Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,2517,5743,1.049,3299,64,0.73,0.305,Asheville,NC,8260
Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,874,4902,0.894,4029,72,0.636,0.151,West Palm Beach,FL,5776
Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,0.464,3754,58,0.611,0.636,Palmer,TX,1438.3
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,2002,5205,0.828,3825,70,0.707,0.278,Elyria,OH,7207
Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774,0.942,3204,64,0.73,0.049,East Northport,NY,22906
Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648,2309,339,1.006,3281,63,0.853,0.872,Wellsville,OH,2648
Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,1710,2051,0.627,3240,65,0.585,0.455,Jacksonville,FL,3761
Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,1675,14170,0.514,4037,68,0.447,0.106,Greenwood,IN,15845
Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829,2517,7312,0.59,2927,73,1.212,0.256,Fayetteville,NC,9829
Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226,1689,5537,0.83,3474,67,0.763,0.234,San Jose,CA,7226
Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358,1225,20133,0.681,3646,77,0.75,0.057,Wichita,KS,21358
Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281,1272,2009,0.799,2006,34,0.545,0.388,Parkville,MD,3281
Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115,2000,5115,0.769,3584,57,0.966,0.281,Angier,NC,7115
Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749,1654,7095,0.695,5054,73,0.553,0.189,Selma,AL,8749
Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248,1020,23228,1.19,3311,84,0.75,0.042,Lyman,SC,24248
Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428,1721,28707,0.717,4178,69,0.605,0.057,Katy,TX,30428
Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257,1113,13144,0.406,1809,23,0.278,0.078,Ocala,FL,14257
Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719,892,4827,0.589,3403,68,0.417,0.156,Aurora,IL,5719
Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526,2303,223,0.836,3596,69,0.568,0.912,Los Altos,CA,2526
Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834,900,5934,0.605,4422,70,0.628,0.132,Gresham,OR,6834
Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,1380,15347,0.605,3511,73,0.622,0.083,Wethersfield,CT,16727
Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299,2517,782,0.981,4312,84,0.787,0.763,Mays Landing,NJ,3299
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362,1705,4657,0.644,5169,84,0.474,0.268,Memphis,TN,6362
Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320,0.865,3259,80,0.6,0.469,Fort Lauderdale,FL,4369
Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721,1037,684,0.721,2681,57,0.727,0.603,Sarasota,FL,1721
Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196,1619,577,0.656,2040,65,0.711,0.737,Burke,VA,2196
Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845,1153,1692,0.836,3730,66,0.941,0.405,Sacramento,CA,2845
Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954,0.5,4895,66,0.784,0.056,Alhambra,CA,21144
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518,2035,1483,0.567,4034,82,0.673,0.578,Oakfield,NY,3518
Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343,1280,16063,1.314,3170,57,0.629,0.074,Montgomery,AL,17343
Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121,1426,7695,0.666,4112,80,0.481,0.156,Danville,NH,9121
Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,33,4,2,0,8054,1023,7031,0.75,3374,45,0.875,0.127,Dickinson,TX,8054
Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115,1136,1979,0.499,3704,70,0.458,0.365,West Chester,OH,3115
Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170,0.529,4109,71,0.614,0.051,Balch Springs,TX,29695
Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261,1079,6182,1.312,3723,58,1.071,0.149,Hawthorne,CA,7261
Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472,2517,30955,0.633,4719,70,0.667,0.075,Wauconda,IL,33472
Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512,988,10524,0.569,1842,32,1.133,0.086,Houston,TX,11512
Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821,1426,3395,0.898,3571,58,0.933,0.296,Medford,OR,4821
Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516,2517,31999,0.765,4228,83,0.596,0.073,Williamsburg,KY,34516
Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577,0.677,4017,80,0.6,0.235,Houston,TX,8596
Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223,1963,5260,0.852,4127,70,0.842,0.272,Lynwood,CA,7223
Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,28397,1421,26976,0.635,1635,31,0.824,0.05,Northport,AL,28397
Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952,2517,435,0.809,3830,77,0.51,0.853,York,NE,2952
Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109,866,6243,0.572,4047,75,0.667,0.122,Cocoa,FL,7109
Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,754,3757,0.905,2597,71,0.919,0.167,Blackwell,OK,4511
Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533,1126,1407,0.788,3436,74,0.574,0.445,Germantown,MD,2533
Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016,797,1219,1.108,3772,62,0.879,0.395,Vincentown,NJ,2016
Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530,2034,3496,0.647,4836,68,0.744,0.368,Chilton,WI,5530
Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737,813,924,0.756,3669,58,0.812,0.468,Union City,NJ,1737
Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516,1190,33326,0.832,2862,78,0.733,0.034,Los Angeles,CA,34516
Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068,1254,9814,0.418,3812,64,0.641,0.113,Valdosta,GA,11068
Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546,1829,3717,0.673,1770,46,1,0.33,Mount Pleasant,NC,5546
Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426,1574,7852,0.791,4212,75,0.531,0.167,Los Angeles,CA,9426
Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490,1421,2069,1.125,3392,80,0.86,0.407,Monaca,PA,3490
Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364,1619,745,0.585,3230,65,0.711,0.685,O Fallon,MO,2364
Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748,2284,6464,0.839,3533,73,0.587,0.261,Newark,DE,8748
Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608,1243,4365,0.497,3829,74,0.396,0.222,Clovis,CA,5608
Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736,2043,693,0.801,4550,84,0.75,0.747,Philadelphia,PA,2736
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430,2356,11074,0.718,3717,67,0.675,0.175,Holly,MI,13430
Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457,1051,1406,0.982,3256,71,0.919,0.428,Arnold,MO,2457
Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386,980,11406,0.656,3274,69,0.568,0.079,Port Chester,NY,12386
Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210,1115,31095,0.62,1821,53,0.514,0.035,Mendham,NJ,32210
Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136,1502,634,0.648,1908,37,0.37,0.703,Hickory,NC,2136
Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851,1101,9750,0.702,3688,65,0.757,0.101,North Lawrence,OH,10851
Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696,1206,9490,0.958,2489,38,0.9,0.113,Houston,TX,10696
Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516,1329,33187,0.574,3906,77,0.51,0.039,Brooksville,FL,34516
Existing Customer,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183,2191,6992,0.582,4503,69,0.643,0.239,Moorhead,MN,9183
Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383,737,4646,0.956,2934,80,0.633,0.137,Albuquerque,NM,5383
Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425,1459,19966,1.061,3704,60,0.538,0.068,Warner Robins,GA,21425
Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467,1961,8506,0.713,2665,65,0.667,0.187,Highland,MI,10467
Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417,1482,1935,0.705,3651,60,0.818,0.434,Jeffersonville,KY,3417
Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378,1284,20094,1.101,3526,64,0.684,0.06,Geneva,IN,21378
Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229,1217,19012,0.741,4270,62,0.55,0.06,Rancho Cucamonga,CA,20229
Existing Customer,45,M,0,Graduate,Single,$40K - $60K,Blue,37,4,5,2,10271,1746,8525,0.661,3696,72,0.6,0.17,Hancock,WI,10271
Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,6,3,3,1560,995,565,0.615,1936,58,0.657,0.638,Minneapolis,MN,1560
Existing Customer,38,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487,889,21598,0.528,4960,73,0.46,0.04,Palisades Park,NJ,22487
Existing Customer,54,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717,1590,3127,0.802,4216,67,0.595,0.337,Helena,MT,4717
Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180,1211,3969,0.809,3447,74,0.85,0.234,San Diego,CA,5180
Existing Customer,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154,2517,9637,0.864,3853,71,0.775,0.207,Mobile,AL,12154
Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458,1202,30256,0.673,4202,66,0.61,0.038,Brownsville,TX,31458
Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127,Jersey City,NJ,10961
Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498,2258,240,0.992,1839,29,0.706,0.904,Rosedale,NY,2498
Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340,1282,2058,0.724,4526,82,0.547,0.384,Hudson,OH,3340
Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654,1172,2482,0.938,4003,67,0.595,0.321,Belleville,IL,3654
Existing Customer,49,M,2,Graduate,Married,$40K - $60K,Blue,45,4,2,0,10541,1387,9154,0.72,4269,92,0.614,0.132,Drums,PA,10541
Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516,1959,32557,0.888,3997,54,0.929,0.057,Baker,LA,34516
Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922,710,1212,0.951,2920,46,1.421,0.369,Le Mars,IA,1922
Existing Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,39,5,3,5,8513,1042,7471,0.702,2015,37,0.682,0.122,Charlotte,NC,8513
Existing Customer,50,M,1,High School,Single,$40K - $60K,Blue,39,4,1,1,2421,1029,1392,0.675,2377,56,0.75,0.425,Billings,MT,2421
Existing Customer,47,F,5,High School,Married,Less than $40K,Blue,36,5,3,1,1478,792,686,0.873,4123,67,0.489,0.536,Bernalillo,NM,1478
Existing Customer,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,36,3,1,2,2501,1845,656,0.668,2933,65,0.806,0.738,Atherton,CA,2501
Existing Customer,38,M,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,3094,1317,1777,0.957,3607,81,0.884,0.426,Jackson,MI,3094
Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485,1489,996,0.779,3697,77,0.833,0.599,Scottsdale,AZ,2485
Existing Customer,50,M,1,Uneducated,Married,$80K - $120K,Blue,39,6,3,4,14817,1463,13354,0.795,4014,70,0.628,0.099,Cleveland,OH,14817
Existing Customer,54,M,2,Post-Graduate,Divorced,$120K +,Blue,43,3,2,2,5569,968,4601,0.949,2600,60,0.714,0.174,Blacksburg,VA,5569
Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,36,5,2,3,2418,1720,698,1.019,3896,58,0.812,0.711,Woodbine,NJ,2418
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,44,6,1,3,7742,2024,5718,0.929,3507,69,0.568,0.261,Taylorsville,KY,7742
Existing Customer,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,39,5,2,0,16034,1597,14437,0.775,3628,59,0.903,0.1,Louisville,KY,16034
Existing Customer,33,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,24149,1848,22301,0.731,2584,66,0.833,0.077,Choctaw,OK,24149
Existing Customer,46,M,2,College,Single,$60K - $80K,Blue,36,3,3,2,4939,1296,3643,0.911,2150,43,0.87,0.262,Carpinteria,CA,4939
Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,41,4,1,4,6602,1224,5378,0.665,3163,73,0.825,0.185,Franconia,NH,6602
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,33,5,2,0,2021,1731,290,0.986,3253,62,0.722,0.857,Donaldsonville,LA,2021
Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255,1733,522,0.903,4772,83,0.729,0.769,Annandale,VA,2255
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Gold,36,5,3,4,15704,1991,13713,0.699,4487,71,0.543,0.127,Fontana,CA,15704
Existing Customer,56,F,3,High School,Single,Less than $40K,Blue,48,6,5,3,8340,1902,6438,0.81,3755,77,0.833,0.228,Marietta,GA,8340
Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Silver,26,6,2,2,15104,1204,13900,0.824,4259,79,0.58,0.08,Manhattan,KS,15104
Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,1,2490,1281,1209,0.551,1902,34,0.619,0.514,Attleboro,MA,2490
Existing Customer,45,M,1,Graduate,Married,Less than $40K,Blue,33,4,3,4,2009,1795,214,0.645,3172,55,0.719,0.893,Mulvane,KS,2009
Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,4,1,4,23642,2049,21593,0.719,3139,54,0.636,0.087,Hot Springs National Park,AR,23642
Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,2,1438.3,1002,436.3,1.306,2004,25,0.667,0.697,Las Cruces,NM,1438.3
Existing Customer,50,F,3,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2563,1860,703,0.68,3774,83,0.804,0.726,Mobile,AL,2563
Existing Customer,51,M,2,College,Single,$120K +,Blue,40,6,3,3,8706,868,7838,0.991,3203,54,0.929,0.1,Fort Lauderdale,FL,8706
Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,44,5,1,1,19272,1519,17753,0.557,3398,67,0.763,0.079,Saint Louis,MO,19272
Existing Customer,37,M,2,Uneducated,Divorced,Less than $40K,Silver,36,3,3,2,11568,1846,9722,0.755,1701,44,1.095,0.16,Chesapeake,VA,11568
Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,26,4,3,0,1791,1337,454,0.763,3592,46,0.917,0.747,North Hollywood,CA,1791
Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,36,5,1,4,7238,2111,5127,1.085,2025,36,1.118,0.292,Vancouver,WA,7238
Existing Customer,50,M,3,High School,Married,$80K - $120K,Blue,40,6,2,4,4514,2016,2498,0.313,4107,59,0.639,0.447,Candor,NY,4514
